Cross,Total,Dedicated,Compatibilities,CapsuleCollections,PlantCount,SuccessRate,CleanedSeed,SeedPerCapsule,Program,Group,FemaleCode,MaleCode,FemaleParent,MaleParent,Parents
136x103,2,2,0,0,,0,0,,OSP,GREY,136,103,Tricolor,8828-029,Tricolor x 8828-029
136x16,2,0,2,0,,0,0,,OSP,GREY,136,16,Tricolor,10410-009,Tricolor x 10410-009
139x135,1,1,0,0,,0,0,,OSP,GREY,139,135,MC14-0264,Russell Selection,MC14-0264 x Russell Selection
137x165,39,0,39,1,,0.03,1,1,TSSP,GRKN,137,165,Bellevue,Southern Delite,Bellevue x Southern Delite
137x148,38,0,38,0,,0,0,,TSSP,GRKN,137,148,Bellevue,L14-31,Bellevue x L14-31
137x161,38,0,38,0,,0,0,,TSSP,GRKN,137,161,Bellevue,Centennial,Bellevue x Centennial
137x163,38,0,38,0,,0,0,,TSSP,GRKN,137,163,Bellevue,L89-72,Bellevue x L89-72
137x164,38,0,38,0,,0,0,,TSSP,GRKN,137,164,Bellevue,NC19-1371,Bellevue x NC19-1371
137x166,24,0,24,0,,0,0,,TSSP,GRKN,137,166,Bellevue,Regal,Bellevue x Regal
139x148,25,0,25,4,,0.16,0,,TSSP,GRKN,139,148,MC14-0264,L14-31,MC14-0264 x L14-31
139x165,17,0,17,3,,0.18,0,,TSSP,GRKN,139,165,MC14-0264,Southern Delite,MC14-0264 x Southern Delite
140x148,39,0,39,6,,0.15,0,,TSSP,GRKN,140,148,MC16-0062,L14-31,MC16-0062 x L14-31
140x165,28,0,28,3,,0.11,0,,TSSP,GRKN,140,165,MC16-0062,Southern Delite,MC16-0062 x Southern Delite
141x148,2171,2142,29,1434,,0.67,1872,1.66,TSSP,GRKN,141,148,NC04-0531,L14-31,NC04-0531 x L14-31
141x161,385,356,29,152,,0.4,229,1.51,TSSP,GRKN,141,161,NC04-0531,Centennial,NC04-0531 x Centennial
141x141,51,1,50,1,,0.02,0,,TSSP,GRKN,141,141,NC04-0531,NC04-0531,NC04-0531 x NC04-0531
141x163,28,0,28,17,,0.61,29,1.71,TSSP,GRKN,141,163,NC04-0531,L89-72,NC04-0531 x L89-72
141x150,15,0,15,0,,,0,,TSSP,GRKN,141,150,NC04-0531,NCP13-0005,NC04-0531 x NCP13-0005
141x151,15,0,15,0,,,0,,TSSP,GRKN,141,151,NC04-0531,NCP13-0030,NC04-0531 x NCP13-0030
141x152,10,0,10,0,,,0,,TSSP,GRKN,141,152,NC04-0531,NCP13-0315,NC04-0531 x NCP13-0315
141x153,10,0,10,0,,,0,,TSSP,GRKN,141,153,NC04-0531,MC15-0673,NC04-0531 x MC15-0673
142x148,23,0,23,0,,0,0,,TSSP,GRKN,142,148,NC13-0005,L14-31,NC13-0005 x L14-31
142x165,17,0,17,0,,0,0,,TSSP,GRKN,142,165,NC13-0005,Southern Delite,NC13-0005 x Southern Delite
144x148,39,0,39,3,,0.08,0,,TSSP,GRKN,144,148,NC15-0633,L14-31,NC15-0633 x L14-31
144x165,39,0,39,5,,0.13,0,,TSSP,GRKN,144,165,NC15-0633,Southern Delite,NC15-0633 x Southern Delite
145x148,39,0,39,9,,0.23,0,,TSSP,GRKN,145,148,NC15-0650,L14-31,NC15-0650 x L14-31
145x165,36,0,36,6,,0.17,0,,TSSP,GRKN,145,165,NC15-0650,Southern Delite,NC15-0650 x Southern Delite
146x148,39,0,39,0,,0,0,,TSSP,GRKN,146,148,NC16-0855,L14-31,NC16-0855 x L14-31
146x165,39,0,39,1,,0.03,0,,TSSP,GRKN,146,165,NC16-0855,Southern Delite,NC16-0855 x Southern Delite
147x148,40,1,39,1,,0.03,0,,TSSP,GRKN,147,148,NC17-0308,L14-31,NC17-0308 x L14-31
147x165,36,0,36,2,,0.06,0,,TSSP,GRKN,147,165,NC17-0308,Southern Delite,NC17-0308 x Southern Delite
148x138,2741,2725,16,430,,0.26,369,1.02,TSSP,GRKN,148,138,L14-31,Covington,L14-31 x Covington
148x141,108,92,16,58,,0.54,74,1.28,TSSP,GRKN,148,141,L14-31,NC04-0531,L14-31 x NC04-0531
148x148,51,1,50,0,,0,0,,TSSP,GRKN,148,148,L14-31,L14-31,L14-31 x L14-31
148x148,51,1,50,0,,0,0,,TSSP,GRKN,148,148,L14-31,L14-31,L14-31 x L14-31
148x161,18,0,18,1,,0.06,1,1,TSSP,GRKN,148,161,L14-31,Centennial,L14-31 x Centennial
148x137,17,0,17,0,,0,0,,TSSP,GRKN,148,137,L14-31,Bellevue,L14-31 x Bellevue
148x163,17,0,17,0,,0,0,,TSSP,GRKN,148,163,L14-31,L89-72,L14-31 x L89-72
148x160,16,0,16,0,,0,0,,TSSP,GRKN,148,160,L14-31,Beauregard,L14-31 x Beauregard
148x162,16,0,16,0,,0,0,,TSSP,GRKN,148,162,L14-31,Hatteras,L14-31 x Hatteras
148x164,13,0,13,0,,0,0,,TSSP,GRKN,148,164,L14-31,NC19-1371,L14-31 x NC19-1371
148x165,10,0,10,0,,0,0,,TSSP,GRKN,148,165,L14-31,Southern Delite,L14-31 x Southern Delite
149x148,39,0,39,0,,0,0,,TSSP,GRKN,149,148,NC07-0847,L14-31,NC07-0847 x L14-31
149x165,30,0,30,0,,0,0,,TSSP,GRKN,149,165,NC07-0847,Southern Delite,NC07-0847 x Southern Delite
153x148,39,0,39,13,,0.34,0,,TSSP,GRKN,153,148,MC15-0673,L14-31,MC15-0673 x L14-31
154x148,6,6,0,2,,0.33,0,,TSSP,GRKN,154,148,MC16-0036,L14-31,MC16-0036 x L14-31
156x148,39,0,39,14,,0.36,0,,TSSP,GRKN,156,148,MC16-0298,L14-31,MC16-0298 x L14-31
157x148,35,0,35,9,,0.26,0,,TSSP,GRKN,157,148,MC17-0221,L14-31,MC17-0221 x L14-31
158x148,36,0,36,2,,0.06,0,,TSSP,GRKN,158,148,NC15-0728B,L14-31,NC15-0728B x L14-31
160x148,38,0,38,0,,0,0,,TSSP,GRKN,160,148,Beauregard,L14-31,Beauregard x L14-31
160x161,38,0,38,0,,0,0,,TSSP,GRKN,160,161,Beauregard,Centennial,Beauregard x Centennial
160x163,38,0,38,0,,0,0,,TSSP,GRKN,160,163,Beauregard,L89-72,Beauregard x L89-72
160x164,38,0,38,0,,0,0,,TSSP,GRKN,160,164,Beauregard,NC19-1371,Beauregard x NC19-1371
161x161,4,1,3,1,,0.33,1,1,TSSP,GRKN,161,161,Centennial,Centennial,Centennial x Centennial
161x138,2,0,2,0,,0,0,,TSSP,GRKN,161,138,Centennial,Covington,Centennial x Covington
162x148,38,0,38,0,,0,0,,TSSP,GRKN,162,148,Hatteras,L14-31,Hatteras x L14-31
162x161,38,0,38,1,,0.03,0,,TSSP,GRKN,162,161,Hatteras,Centennial,Hatteras x Centennial
162x163,38,0,38,0,,0,0,,TSSP,GRKN,162,163,Hatteras,L89-72,Hatteras x L89-72
162x164,38,0,38,0,,0,0,,TSSP,GRKN,162,164,Hatteras,NC19-1371,Hatteras x NC19-1371
162x166,7,0,7,0,,0,0,,TSSP,GRKN,162,166,Hatteras,Regal,Hatteras x Regal
163x141,290,264,26,162,,0.58,0,,TSSP,GRKN,163,141,L89-72,NC04-0531,L89-72 x NC04-0531
163x137,32,0,32,0,,0,0,,TSSP,GRKN,163,137,L89-72,Bellevue,L89-72 x Bellevue
163x138,27,0,27,2,,0.07,4,2,TSSP,GRKN,163,138,L89-72,Covington,L89-72 x Covington
163x148,27,0,27,0,,0,0,,TSSP,GRKN,163,148,L89-72,L14-31,L89-72 x L14-31
163x163,24,0,24,0,,0,0,,TSSP,GRKN,163,163,L89-72,L89-72,L89-72 x L89-72
163x160,19,0,19,0,,0,0,,TSSP,GRKN,163,160,L89-72,Beauregard,L89-72 x Beauregard
163x162,19,0,19,0,,0,0,,TSSP,GRKN,163,162,L89-72,Hatteras,L89-72 x Hatteras
163x164,19,0,19,0,,0,0,,TSSP,GRKN,163,164,L89-72,NC19-1371,L89-72 x NC19-1371
163x165,19,0,19,1,,0.05,0,,TSSP,GRKN,163,165,L89-72,Southern Delite,L89-72 x Southern Delite
163x161,14,0,14,0,,0,0,,TSSP,GRKN,163,161,L89-72,Centennial,L89-72 x Centennial
164x138,718,699,19,274,,0.43,0,,TSSP,GRKN,164,138,NC19-1371,Covington,NC19-1371 x Covington
164x137,19,0,19,0,,0,0,,TSSP,GRKN,164,137,NC19-1371,Bellevue,NC19-1371 x Bellevue
164x148,19,0,19,0,,0,0,,TSSP,GRKN,164,148,NC19-1371,L14-31,NC19-1371 x L14-31
164x160,19,0,19,0,,0,0,,TSSP,GRKN,164,160,NC19-1371,Beauregard,NC19-1371 x Beauregard
164x164,19,0,19,0,,0,0,,TSSP,GRKN,164,164,NC19-1371,NC19-1371,NC19-1371 x NC19-1371
164x165,19,0,19,2,,0.11,0,,TSSP,GRKN,164,165,NC19-1371,Southern Delite,NC19-1371 x Southern Delite
164x163,18,0,18,0,,0,0,,TSSP,GRKN,164,163,NC19-1371,L89-72,NC19-1371 x L89-72
164x162,16,0,16,0,,0,0,,TSSP,GRKN,164,162,NC19-1371,Hatteras,NC19-1371 x Hatteras
165x137,1074,1050,24,541,,0.75,293,1.12,TSSP,GRKN,165,137,Southern Delite,Bellevue,Southern Delite x Bellevue
165x160,694,670,24,376,,0.77,284,0.84,TSSP,GRKN,165,160,Southern Delite,Beauregard,Southern Delite x Beauregard
165x138,24,0,24,8,,0.4,0,,TSSP,GRKN,165,138,Southern Delite,Covington,Southern Delite x Covington
165x148,20,1,19,4,,0.22,0,,TSSP,GRKN,165,148,Southern Delite,L14-31,Southern Delite x L14-31
165x164,20,1,19,11,,0.58,0,,TSSP,GRKN,165,164,Southern Delite,NC19-1371,Southern Delite x NC19-1371
165x163,19,0,19,5,,0.26,0,,TSSP,GRKN,165,163,Southern Delite,L89-72,Southern Delite x L89-72
165x165,15,0,15,0,,0,0,,TSSP,GRKN,165,165,Southern Delite,Southern Delite,Southern Delite x Southern Delite
165x165,15,0,15,0,,0,0,,TSSP,GRKN,165,165,Southern Delite,Southern Delite,Southern Delite x Southern Delite
166x162,249,249,0,48,,0.19,0,,TSSP,GRKN,166,162,Regal,Hatteras,Regal x Hatteras
166x160,16,0,16,6,,0.38,0,,TSSP,GRKN,166,160,Regal,Beauregard,Regal x Beauregard
166x163,16,0,16,5,,0.31,0,,TSSP,GRKN,166,163,Regal,L89-72,Regal x L89-72
166x164,14,0,14,7,,0.5,0,,TSSP,GRKN,166,164,Regal,NC19-1371,Regal x NC19-1371
166x148,13,0,13,4,,0.31,0,,TSSP,GRKN,166,148,Regal,L14-31,Regal x L14-31
166x166,11,0,11,0,,0,0,,TSSP,GRKN,166,166,Regal,Regal,Regal x Regal
79x88,17,0,17,0,,0,0,,OSP,HTL,79,88,8850-008,10441-001,8850-008 x 10441-001
79x80,15,0,15,0,,0,0,,OSP,HTL,79,80,8850-008,9883-004,8850-008 x 9883-004
79x82,15,0,15,0,,0,0,,OSP,HTL,79,82,8850-008,9124-021,8850-008 x 9124-021
79x84,15,0,15,0,,0,0,,OSP,HTL,79,84,8850-008,10027-049,8850-008 x 10027-049
79x94,15,0,15,0,,0,0,,OSP,HTL,79,94,8850-008,10410-002,8850-008 x 10410-002
80x85,1013,1003,10,273,,0.4,34,1.21,OSP,HTL,80,85,9883-004,10204-052,9883-004 x 10204-052
80x79,16,0,16,1,,0.06,1,1,OSP,HTL,80,79,9883-004,8850-008,9883-004 x 8850-008
80x81,13,0,13,0,,0,0,,OSP,HTL,80,81,9883-004,9110-111,9883-004 x 9110-111
80x82,13,0,13,5,,0.38,6,2,OSP,HTL,80,82,9883-004,9124-021,9883-004 x 9124-021
80x83,10,0,10,0,,0,0,,OSP,HTL,80,83,9883-004,9124-352,9883-004 x 9124-352
80x84,10,0,10,2,,0.2,2,1,OSP,HTL,80,84,9883-004,10027-049,9883-004 x 10027-049
80x89,9,0,9,0,,0,0,,OSP,HTL,80,89,9883-004,10443-001,9883-004 x 10443-001
80x87,8,0,8,1,,0.12,1,1,OSP,HTL,80,87,9883-004,10440-003,9883-004 x 10440-003
81x79,4,0,4,0,,0,0,,OSP,HTL,81,79,9110-111,8850-008,9110-111 x 8850-008
81x83,4,0,4,0,,0,0,,OSP,HTL,81,83,9110-111,9124-352,9110-111 x 9124-352
81x80,3,0,3,0,,0,0,,OSP,HTL,81,80,9110-111,9883-004,9110-111 x 9883-004
81x82,2,0,2,0,,0,0,,OSP,HTL,81,82,9110-111,9124-021,9110-111 x 9124-021
81x85,2,0,2,0,,0,0,,OSP,HTL,81,85,9110-111,10204-052,9110-111 x 10204-052
81x86,2,0,2,0,,0,0,,OSP,HTL,81,86,9110-111,10204-057,9110-111 x 10204-057
81x87,2,0,2,0,,0,0,,OSP,HTL,81,87,9110-111,10440-003,9110-111 x 10440-003
81x88,2,0,2,0,,0,0,,OSP,HTL,81,88,9110-111,10441-001,9110-111 x 10441-001
81x89,2,0,2,0,,0,0,,OSP,HTL,81,89,9110-111,10443-001,9110-111 x 10443-001
81x84,1,0,1,0,,0,0,,OSP,HTL,81,84,9110-111,10027-049,9110-111 x 10027-049
81x94,1,0,1,0,,0,0,,OSP,HTL,81,94,9110-111,10410-002,9110-111 x 10410-002
82x89,457,450,7,11,,0.04,1,1,OSP,HTL,82,89,9124-021,10443-001,9124-021 x 10443-001
82x79,11,0,11,2,,0.18,1,1,OSP,HTL,82,79,9124-021,8850-008,9124-021 x 8850-008
82x80,11,0,11,1,,0.09,1,1,OSP,HTL,82,80,9124-021,9883-004,9124-021 x 9883-004
82x83,8,0,8,0,,0,0,,OSP,HTL,82,83,9124-021,9124-352,9124-021 x 9124-352
82x81,7,0,7,1,,0.14,1,1,OSP,HTL,82,81,9124-021,9110-111,9124-021 x 9110-111
82x87,7,0,7,1,,0.14,0,,OSP,HTL,82,87,9124-021,10440-003,9124-021 x 10440-003
82x94,7,0,7,4,,0.57,4,1.33,OSP,HTL,82,94,9124-021,10410-002,9124-021 x 10410-002
82x84,6,0,6,1,,0.17,0,,OSP,HTL,82,84,9124-021,10027-049,9124-021 x 10027-049
82x88,6,0,6,0,,0,0,,OSP,HTL,82,88,9124-021,10441-001,9124-021 x 10441-001
83x94,698,679,19,151,,0.38,21,1.17,OSP,HTL,83,94,9124-352,10410-002,9124-352 x 10410-002
83x87,651,632,19,57,,0.16,6,1.2,OSP,HTL,83,87,9124-352,10440-003,9124-352 x 10440-003
83x79,19,0,19,1,,0.06,0,,OSP,HTL,83,79,9124-352,8850-008,9124-352 x 8850-008
83x80,19,0,19,3,,0.16,4,1.33,OSP,HTL,83,80,9124-352,9883-004,9124-352 x 9883-004
83x81,19,0,19,0,,0,0,,OSP,HTL,83,81,9124-352,9110-111,9124-352 x 9110-111
83x82,19,0,19,2,,0.11,4,2,OSP,HTL,83,82,9124-352,9124-021,9124-352 x 9124-021
83x84,19,0,19,1,,0.06,0,,OSP,HTL,83,84,9124-352,10027-049,9124-352 x 10027-049
83x88,19,0,19,0,,0,0,,OSP,HTL,83,88,9124-352,10441-001,9124-352 x 10441-001
83x89,19,0,19,2,,0.11,2,1,OSP,HTL,83,89,9124-352,10443-001,9124-352 x 10443-001
84x88,7,0,7,0,,0,0,,OSP,HTL,84,88,10027-049,10441-001,10027-049 x 10441-001
84x81,6,0,6,0,,0,0,,OSP,HTL,84,81,10027-049,9110-111,10027-049 x 9110-111
84x82,5,0,5,0,,0,0,,OSP,HTL,84,82,10027-049,9124-021,10027-049 x 9124-021
84x83,5,0,5,0,,0,0,,OSP,HTL,84,83,10027-049,9124-352,10027-049 x 9124-352
84x89,5,0,5,0,,0,0,,OSP,HTL,84,89,10027-049,10443-001,10027-049 x 10443-001
84x80,4,0,4,0,,0,0,,OSP,HTL,84,80,10027-049,9883-004,10027-049 x 9883-004
84x86,4,0,4,0,,0,0,,OSP,HTL,84,86,10027-049,10204-057,10027-049 x 10204-057
84x87,4,0,4,0,,0,0,,OSP,HTL,84,87,10027-049,10440-003,10027-049 x 10440-003
84x94,4,0,4,0,,0,0,,OSP,HTL,84,94,10027-049,10410-002,10027-049 x 10410-002
84x79,3,0,3,0,,0,0,,OSP,HTL,84,79,10027-049,8850-008,10027-049 x 8850-008
84x85,3,0,3,0,,0,0,,OSP,HTL,84,85,10027-049,10204-052,10027-049 x 10204-052
85x80,352,341,11,20,,0.07,4,0.8,OSP,HTL,85,80,10204-052,9883-004,10204-052 x 9883-004
85x88,313,299,14,22,,0.17,3,0.75,OSP,HTL,85,88,10204-052,10441-001,10204-052 x 10441-001
85x94,114,102,12,18,,0.18,3,1.5,OSP,HTL,85,94,10204-052,10410-002,10204-052 x 10410-002
85x83,13,0,13,2,,0.15,3,1.5,OSP,HTL,85,83,10204-052,9124-352,10204-052 x 9124-352
85x82,12,0,12,0,,0,0,,OSP,HTL,85,82,10204-052,9124-021,10204-052 x 9124-021
85x81,10,0,10,1,,0.11,1,1,OSP,HTL,85,81,10204-052,9110-111,10204-052 x 9110-111
85x84,9,0,9,0,,0,0,,OSP,HTL,85,84,10204-052,10027-049,10204-052 x 10027-049
86x82,409,409,0,12,,0.04,0,,OSP,HTL,86,82,10204-057,9124-021,10204-057 x 9124-021
86x84,15,0,15,0,,0,0,,OSP,HTL,86,84,10204-057,10027-049,10204-057 x 10027-049
86x85,15,0,15,0,,0,0,,OSP,HTL,86,85,10204-057,10204-052,10204-057 x 10204-052
86x81,13,0,13,0,,0,0,,OSP,HTL,86,81,10204-057,9110-111,10204-057 x 9110-111
87x85,358,346,12,3,,0.02,0,,OSP,HTL,87,85,10440-003,10204-052,10440-003 x 10204-052
87x80,14,0,14,1,,0.08,0,,OSP,HTL,87,80,10440-003,9883-004,10440-003 x 9883-004
87x82,13,0,13,0,,0,0,,OSP,HTL,87,82,10440-003,9124-021,10440-003 x 9124-021
87x81,12,0,12,0,,0,0,,OSP,HTL,87,81,10440-003,9110-111,10440-003 x 9110-111
87x83,12,0,12,0,,0,0,,OSP,HTL,87,83,10440-003,9124-352,10440-003 x 9124-352
87x84,12,0,12,0,,0,0,,OSP,HTL,87,84,10440-003,10027-049,10440-003 x 10027-049
87x86,11,0,11,0,,0,0,,OSP,HTL,87,86,10440-003,10204-057,10440-003 x 10204-057
87x88,10,0,10,0,,0,0,,OSP,HTL,87,88,10440-003,10441-001,10440-003 x 10441-001
87x94,7,0,7,0,,0,0,,OSP,HTL,87,94,10440-003,10410-002,10440-003 x 10410-002
88x85,302,297,5,36,,0.2,0,,OSP,HTL,88,85,10441-001,10204-052,10441-001 x 10204-052
88x79,7,0,7,0,,0,0,,OSP,HTL,88,79,10441-001,8850-008,10441-001 x 8850-008
88x82,6,0,6,0,,0,0,,OSP,HTL,88,82,10441-001,9124-021,10441-001 x 9124-021
88x83,6,0,6,1,,0.17,0,,OSP,HTL,88,83,10441-001,9124-352,10441-001 x 9124-352
88x81,5,0,5,0,,0,0,,OSP,HTL,88,81,10441-001,9110-111,10441-001 x 9110-111
88x84,5,0,5,1,,0.2,0,,OSP,HTL,88,84,10441-001,10027-049,10441-001 x 10027-049
88x89,5,0,5,0,,0,0,,OSP,HTL,88,89,10441-001,10443-001,10441-001 x 10443-001
88x87,1,0,1,0,,0,0,,OSP,HTL,88,87,10441-001,10440-003,10441-001 x 10440-003
89x94,316,300,16,26,,0.16,1,0.33,OSP,HTL,89,94,10443-001,10410-002,10443-001 x 10410-002
89x83,266,256,10,12,,0.05,1,1,OSP,HTL,89,83,10443-001,9124-352,10443-001 x 9124-352
89x82,17,0,17,1,,0.06,0,,OSP,HTL,89,82,10443-001,9124-021,10443-001 x 9124-021
89x85,13,0,13,1,,0.08,1,1,OSP,HTL,89,85,10443-001,10204-052,10443-001 x 10204-052
89x80,11,0,11,0,,0,0,,OSP,HTL,89,80,10443-001,9883-004,10443-001 x 9883-004
89x81,9,0,9,1,,0.11,0,,OSP,HTL,89,81,10443-001,9110-111,10443-001 x 9110-111
89x88,9,0,9,0,,0,0,,OSP,HTL,89,88,10443-001,10441-001,10443-001 x 10441-001
89x84,7,0,7,0,,0,0,,OSP,HTL,89,84,10443-001,10027-049,10443-001 x 10027-049
10x104,1,1,0,1,,1,0,,OSP,HTP,10,104,9927-001,8828-052,9927-001 x 8828-052
96x101,8,0,8,0,,0,0,,OSP,HTP,96,101,7864-007,8574-010,7864-007 x 8574-010
96x105,7,0,7,0,,0,0,,OSP,HTP,96,105,7864-007,9429-020,7864-007 x 9429-020
96x98,7,0,7,0,,0,0,,OSP,HTP,96,98,7864-007,8231-024,7864-007 x 8231-024
96x104,6,0,6,0,,0,0,,OSP,HTP,96,104,7864-007,8828-052,7864-007 x 8828-052
96x106,6,0,6,0,,0,0,,OSP,HTP,96,106,7864-007,9429-024,7864-007 x 9429-024
96x107,6,0,6,0,,0,0,,OSP,HTP,96,107,7864-007,10247-001,7864-007 x 10247-001
96x100,5,0,5,0,,0,0,,OSP,HTP,96,100,7864-007,8553-017,7864-007 x 8553-017
96x102,3,0,3,0,,0,0,,OSP,HTP,96,102,7864-007,8819-012,7864-007 x 8819-012
97x107,173,162,11,35,,0.37,3,1.5,OSP,HTP,97,107,7954-002,10247-001,7954-002 x 10247-001
97x101,10,0,10,0,,0,0,,OSP,HTP,97,101,7954-002,8574-010,7954-002 x 8574-010
97x104,8,0,8,0,,0,0,,OSP,HTP,97,104,7954-002,8828-052,7954-002 x 8828-052
97x105,7,0,7,0,,0,0,,OSP,HTP,97,105,7954-002,9429-020,7954-002 x 9429-020
98x103,34,28,6,16,,0.47,10,0.91,OSP,HTP,98,103,8231-024,8828-029,8231-024 x 8828-029
98x104,33,27,6,24,,0.73,24,2.18,OSP,HTP,98,104,8231-024,8828-052,8231-024 x 8828-052
98x107,7,0,7,7,,1,7,1,OSP,HTP,98,107,8231-024,10247-001,8231-024 x 10247-001
98x100,6,0,6,3,,0.5,5,1.67,OSP,HTP,98,100,8231-024,8553-017,8231-024 x 8553-017
98x102,6,0,6,0,,0,0,,OSP,HTP,98,102,8231-024,8819-012,8231-024 x 8819-012
98x105,6,0,6,3,,0.5,4,1.33,OSP,HTP,98,105,8231-024,9429-020,8231-024 x 9429-020
98x101,5,0,5,0,,0,0,,OSP,HTP,98,101,8231-024,8574-010,8231-024 x 8574-010
98x97,5,0,5,1,,0.2,1,1,OSP,HTP,98,97,8231-024,7954-002,8231-024 x 7954-002
98x96,2,0,2,0,,0,0,,OSP,HTP,98,96,8231-024,7864-007,8231-024 x 7864-007
99x100,259,240,19,43,,0.4,13,1.62,OSP,HTP,99,100,8544-020,8553-017,8544-020 x 8553-017
99x107,147,134,13,37,,0.37,18,1.5,OSP,HTP,99,107,8544-020,10247-001,8544-020 x 10247-001
99x101,19,0,19,2,,0.11,0,,OSP,HTP,99,101,8544-020,8574-010,8544-020 x 8574-010
99x104,17,0,17,0,,0,0,,OSP,HTP,99,104,8544-020,8828-052,8544-020 x 8828-052
99x105,15,0,15,0,,0,0,,OSP,HTP,99,105,8544-020,9429-020,8544-020 x 9429-020
100x104,524,515,9,71,,0.26,15,1.15,OSP,HTP,100,104,8553-017,8828-052,8553-017 x 8828-052
100x107,142,133,9,25,,0.42,0,,OSP,HTP,100,107,8553-017,10247-001,8553-017 x 10247-001
100x98,37,25,12,10,,0.27,4,1.33,OSP,HTP,100,98,8553-017,8231-024,8553-017 x 8231-024
100x103,11,0,11,2,,0.18,2,1,OSP,HTP,100,103,8553-017,8828-029,8553-017 x 8828-029
100x97,10,0,10,1,,0.1,0,,OSP,HTP,100,97,8553-017,7954-002,8553-017 x 7954-002
100x101,9,0,9,0,,0,0,,OSP,HTP,100,101,8553-017,8574-010,8553-017 x 8574-010
100x105,8,0,8,0,,0,0,,OSP,HTP,100,105,8553-017,9429-020,8553-017 x 9429-020
100x106,7,0,7,0,,0,0,,OSP,HTP,100,106,8553-017,9429-024,8553-017 x 9429-024
100x96,2,0,2,0,,0,0,,OSP,HTP,100,96,8553-017,7864-007,8553-017 x 7864-007
100x110,1,1,0,0,,0,0,,OSP,HTP,100,110,8553-017,10402-001,8553-017 x 10402-001
101x104,546,538,8,29,,0.11,2,1,OSP,HTP,101,104,8574-010,8828-052,8574-010 x 8828-052
101x100,17,0,17,0,,0,0,,OSP,HTP,101,100,8574-010,8553-017,8574-010 x 8553-017
101x97,14,0,14,0,,0,0,,OSP,HTP,101,97,8574-010,7954-002,8574-010 x 7954-002
101x98,13,0,13,1,,0.08,0,,OSP,HTP,101,98,8574-010,8231-024,8574-010 x 8231-024
101x103,12,0,12,0,,0,0,,OSP,HTP,101,103,8574-010,8828-029,8574-010 x 8828-029
101x107,9,0,9,2,,0.22,0,,OSP,HTP,101,107,8574-010,10247-001,8574-010 x 10247-001
101x106,8,0,8,1,,0.12,2,2,OSP,HTP,101,106,8574-010,9429-024,8574-010 x 9429-024
101x105,7,0,7,0,,0,0,,OSP,HTP,101,105,8574-010,9429-020,8574-010 x 9429-020
101x102,6,0,6,0,,0,0,,OSP,HTP,101,102,8574-010,8819-012,8574-010 x 8819-012
101x96,1,0,1,0,,0,0,,OSP,HTP,101,96,8574-010,7864-007,8574-010 x 7864-007
102x107,205,201,4,49,,0.44,0,,OSP,HTP,102,107,8819-012,10247-001,8819-012 x 10247-001
102x98,8,0,8,4,,0.5,0,,OSP,HTP,102,98,8819-012,8231-024,8819-012 x 8231-024
102x100,6,0,6,0,,0,0,,OSP,HTP,102,100,8819-012,8553-017,8819-012 x 8553-017
102x101,4,0,4,1,,0.25,0,,OSP,HTP,102,101,8819-012,8574-010,8819-012 x 8574-010
102x103,3,0,3,0,,0,0,,OSP,HTP,102,103,8819-012,8828-029,8819-012 x 8828-029
102x104,3,0,3,0,,0,0,,OSP,HTP,102,104,8819-012,8828-052,8819-012 x 8828-052
102x105,1,0,1,0,,0,0,,OSP,HTP,102,105,8819-012,9429-020,8819-012 x 9429-020
102x106,1,0,1,0,,0,0,,OSP,HTP,102,106,8819-012,9429-024,8819-012 x 9429-024
102x96,1,0,1,0,,0,0,,OSP,HTP,102,96,8819-012,7864-007,8819-012 x 7864-007
103x107,65,56,9,2,,0.04,0,,OSP,HTP,103,107,8828-029,10247-001,8828-029 x 10247-001
103x98,10,0,10,0,,0,0,,OSP,HTP,103,98,8828-029,8231-024,8828-029 x 8231-024
103x104,9,0,9,0,,0,0,,OSP,HTP,103,104,8828-029,8828-052,8828-029 x 8828-052
103x100,8,0,8,0,,0,0,,OSP,HTP,103,100,8828-029,8553-017,8828-029 x 8553-017
103x105,8,0,8,0,,0,0,,OSP,HTP,103,105,8828-029,9429-020,8828-029 x 9429-020
103x101,7,0,7,0,,0,0,,OSP,HTP,103,101,8828-029,8574-010,8828-029 x 8574-010
103x102,6,0,6,0,,0,0,,OSP,HTP,103,102,8828-029,8819-012,8828-029 x 8819-012
103x106,5,0,5,0,,0,0,,OSP,HTP,103,106,8828-029,9429-024,8828-029 x 9429-024
104x97,208,200,8,4,,0.06,0,,OSP,HTP,104,97,8828-052,7954-002,8828-052 x 7954-002
104x107,175,162,13,91,,0.53,59,1.16,OSP,HTP,104,107,8828-052,10247-001,8828-052 x 10247-001
104x98,115,103,12,68,,0.59,66,1.27,OSP,HTP,104,98,8828-052,8231-024,8828-052 x 8231-024
104x106,13,0,13,2,,0.15,4,2,OSP,HTP,104,106,8828-052,9429-024,8828-052 x 9429-024
104x100,12,0,12,3,,0.25,3,1,OSP,HTP,104,100,8828-052,8553-017,8828-052 x 8553-017
104x105,11,0,11,2,,0.18,2,1,OSP,HTP,104,105,8828-052,9429-020,8828-052 x 9429-020
104x103,10,0,10,0,,0,0,,OSP,HTP,104,103,8828-052,8828-029,8828-052 x 8828-029
104x101,6,0,6,0,,0,0,,OSP,HTP,104,101,8828-052,8574-010,8828-052 x 8574-010
